score,pred_if,label_mapped
0.11129065142633571,1,-1
0.024590265713555826,1,-1
0.09387387389256918,1,-1
0.09109759246857813,1,-1
0.14236785599170082,1,-1
0.01640936955883876,1,-1
0.11130863837635813,1,-1
0.11297342356519069,1,-1
0.08494312451231678,1,-1
0.11531323361624862,1,-1
0.03527142258417265,1,-1
0.10747541761500362,1,-1
0.12733733969290534,1,-1
0.05631476404214547,1,-1
0.09040535732531418,1,-1
0.09647547702203091,1,-1
0.11863743747601735,1,-1
0.02349897524825023,1,-1
0.14637568496674846,1,-1
0.14146565624888657,1,-1
0.08938919309769988,1,-1
0.08814685276220763,1,-1
0.13673730638490306,1,-1
0.013032338618685135,1,-1
0.10071214530002115,1,-1
-0.026555524308382483,-1,-1
0.10671020478506926,1,-1
0.056614914362390745,1,-1
0.14154803682841904,1,-1
0.13286926135485133,1,-1
0.024314681715814357,1,-1
0.03831478704566199,1,-1
0.14218550153310427,1,-1
-0.034994882831510865,-1,-1
0.10061868296269777,1,-1
0.08707369850058333,1,-1
0.09960046516177035,1,-1
0.10794096515074103,1,-1
0.14470243265755894,1,-1
0.0955100602322203,1,-1
0.040255612513751815,1,-1
0.08392663214232543,1,-1
0.08978462207654203,1,-1
-0.027041292792770122,-1,-1
0.15045259769729835,1,-1
0.09027669853528891,1,-1
0.012260445324535796,1,-1
0.13160724315342565,1,-1
0.05892522417167412,1,-1
0.09702905498795306,1,-1
0.1500214965392,1,-1
0.0344708082931226,1,-1
0.003917469309733523,1,-1
0.1347685441863245,1,-1
0.10655921535977664,1,-1
0.06440603429844899,1,-1
0.04713427506464496,1,-1
0.10288198386974012,1,-1
0.042274698363184926,1,-1
0.09392276943497152,1,-1
0.11723629338603048,1,-1
0.03510738874990543,1,-1
-0.05721838650372624,-1,-1
0.1504942939072506,1,-1
0.031813844205244524,1,-1
0.1199238679912496,1,-1
-0.003530308704368712,-1,-1
0.03884685442680258,1,-1
0.03752714605679336,1,-1
0.09877746408539811,1,-1
0.129384472104695,1,-1
0.09913316542667339,1,-1
0.03531303284879117,1,-1
0.10307624022349948,1,-1
0.11304242205660275,1,-1
0.10540740459005354,1,-1
0.08119494605560823,1,-1
0.13709356189702826,1,-1
0.1450499209165652,1,-1
0.03411396670292882,1,-1
0.13589771236680576,1,-1
0.02426582513819031,1,-1
0.08253256091764088,1,-1
0.022318716165265318,1,-1
0.15117239542061545,1,-1
0.019388947632472175,1,-1
0.14936895620682572,1,-1
0.08752250165410147,1,-1
0.02486503474095081,1,-1
0.0021933020164510153,1,-1
0.07667621185651818,1,-1
0.14216148099280373,1,-1
0.08325791244540154,1,-1
0.022674191766844987,1,-1
0.07697293496599111,1,-1
0.06356169225663605,1,-1
0.07466482535722702,1,-1
0.12703407692997642,1,-1
0.05871866496188671,1,-1
0.10993504424105954,1,-1
0.1217938077686384,1,-1
0.15054587967786193,1,-1
-0.07532665347389189,-1,-1
0.14458040242147047,1,-1
-0.026589466620735025,-1,-1
0.1487350391490092,1,-1
0.1479080034773378,1,-1
0.11680582360222502,1,-1
0.13995672818981386,1,-1
-0.010125685592964784,-1,-1
0.13944622353884523,1,-1
-0.005410757599911609,-1,-1
-0.022315807012135647,-1,-1
0.13368641820806393,1,-1
0.14107238888873663,1,-1
-0.06243900630351251,-1,-1
0.0031311900893130074,1,-1
0.04456282970341746,1,-1
0.1308874815372949,1,-1
0.14941362802657376,1,-1
0.0018036339640571386,1,-1
-0.004636325077018333,-1,-1
0.08179762801916057,1,-1
0.10502229186360817,1,-1
0.07308371270871067,1,-1
0.08727692148599836,1,-1
0.10526520583114418,1,-1
0.11002451366753946,1,-1
0.10826328180514,1,-1
0.04970266674378809,1,-1
0.09941729277160999,1,-1
0.03144435446694416,1,-1
0.11395214877956883,1,-1
0.13907739447522388,1,-1
0.10890569978357151,1,-1
0.09554526901803306,1,-1
0.00428081633375188,1,-1
0.13681359343566524,1,-1
0.032956053223125725,1,-1
0.1087764677343902,1,-1
0.14552249766990027,1,-1
0.015130935029102788,1,-1
0.033445127326525936,1,-1
0.1507810599192676,1,-1
0.11627463991543158,1,-1
0.13477215575385837,1,-1
-0.064712020816874,-1,-1
0.12803772167588512,1,-1
0.05655524298322706,1,-1
0.021368825608744924,1,-1
0.08783062443861583,1,-1
0.13574778549546096,1,-1
0.07919512334148715,1,-1
0.07010935570668514,1,-1
0.10997715921548962,1,-1
0.07417802122675832,1,-1
0.04432314447429453,1,-1
0.09580908430249485,1,-1
0.016871802686275583,1,-1
0.07858765372785154,1,-1
0.14609088246443552,1,-1
0.08085398317718989,1,-1
0.08173070919663766,1,-1
0.08008935771696352,1,-1
0.10440139714656582,1,-1
-0.047860924744768774,-1,-1
0.07679229014221978,1,-1
0.1321033243232156,1,-1
0.059662766808960654,1,-1
0.1473231525034142,1,-1
0.08600437969747482,1,-1
0.09780602513638426,1,-1
0.0038786493044082326,1,-1
0.02277649328676462,1,-1
0.09288953295126501,1,-1
0.0761857702556259,1,-1
-0.038599584510689455,-1,-1
-0.0724348532659621,-1,-1
0.02093877125235022,1,-1
0.0994852288469219,1,-1
0.08480171730775643,1,-1
0.08288042872424384,1,-1
0.11406632004295125,1,-1
0.11646815379844289,1,-1
-0.010988603195660307,-1,-1
0.054352713535763264,1,-1
0.10762555557260539,1,-1
0.11155908468674763,1,-1
0.07857740773722116,1,-1
0.1473256138081479,1,-1
-0.0313497451554956,-1,-1
0.1459280614439789,1,-1
0.10744859266470819,1,-1
0.09881110419926781,1,-1
0.14035916984540103,1,-1
0.09385303187278754,1,-1
0.10031636862381543,1,-1
0.11295202872270166,1,-1
-0.05491761282502783,-1,-1
0.1398219484654057,1,-1
0.1517584635448403,1,-1
0.11113061228541932,1,-1
0.1470371215311363,1,-1
0.11300631285845664,1,-1
0.1259013852584545,1,-1
0.03486664296396452,1,-1
0.09898750876932083,1,-1
0.11365079460957372,1,-1
0.07393926032452863,1,-1
0.10331096310440457,1,-1
-0.05196450261565655,-1,-1
0.013335335186385189,1,-1
0.10041684678209334,1,-1
0.14571530352103224,1,-1
0.08795702629423152,1,-1
0.11038854305075713,1,-1
0.14540134412680672,1,-1
0.14588026622225508,1,-1
0.13925579425487739,1,-1
0.08648991133307465,1,-1
0.11424457481232986,1,-1
0.10122828541420109,1,-1
0.05235485636183129,1,-1
0.09391377505617765,1,-1
0.014752013925844576,1,-1
0.1362673337165567,1,-1
0.13998958679151796,1,-1
0.08662743807896633,1,-1
0.0773697742727395,1,-1
0.10427195093214014,1,-1
0.07898382194318054,1,-1
0.14802858820243125,1,-1
0.05269232611167074,1,-1
0.03087789230546739,1,-1
0.10233467732837437,1,-1
0.020423384485324103,1,-1
0.08272122549541616,1,-1
0.09774972959405193,1,-1
0.11539761573114904,1,-1
0.15115722223021083,1,-1
0.081661261045053,1,-1
0.024217638181177337,1,-1
0.08410453456548328,1,-1
0.05088817266708712,1,-1
0.09777951341946073,1,-1
0.13193183171734513,1,-1
0.09517983776453065,1,-1
0.025972229752306564,1,-1
0.09380057342154702,1,-1
0.14666011104973709,1,-1
0.0259012001492141,1,-1
0.08934282386182957,1,-1
0.1486180131443507,1,-1
-0.047738815757188524,-1,-1
-0.06483884005461271,-1,-1
0.07751317096019572,1,-1
0.10718695864494815,1,-1
0.13883795999625265,1,-1
0.0028242441365373128,1,-1
0.13669880900677311,1,-1
0.07946214225796805,1,-1
0.1129143013716914,1,-1
0.13663623954729942,1,-1
0.029968509874048588,1,-1
0.08929346168839952,1,-1
0.14367799033556083,1,-1
0.14978653153141452,1,-1
0.11128738890016393,1,-1
0.021035316989763297,1,-1
0.08228195462826343,1,-1
0.15211944203343652,1,-1
0.008837265375495618,1,-1
-0.02258420180557008,-1,-1
0.09462312324536903,1,-1
0.10322171419012732,1,-1
0.14850158667696745,1,-1
0.09013794730504932,1,-1
0.10993190926782903,1,-1
-0.028665408729322883,-1,-1
0.15195943914245935,1,-1
0.14083202635572506,1,-1
0.010185895990051819,1,-1
0.08787949793032462,1,-1
0.1304801122737148,1,-1
0.06285540035066278,1,-1
0.10000002071630915,1,-1
0.08854007221781107,1,-1
0.10121604998891137,1,-1
0.15139284274952342,1,-1
-0.06506760161106429,-1,-1
0.02670422991418958,1,-1
0.1013319433532982,1,-1
0.10143235425835861,1,-1
0.14383393562237573,1,-1
0.12355162597697594,1,-1
0.14247306016766897,1,-1
0.14644117690756064,1,-1
0.04800915792545507,1,-1
0.0010248220555265086,1,-1
0.09923436943504566,1,-1
0.10175941175386422,1,-1
0.03106593694409443,1,-1
0.03470537294767134,1,-1
-0.07452252426125983,-1,-1
0.1519741968044625,1,-1
0.02406667854260025,1,-1
0.03844032880383469,1,-1
0.14791173129908664,1,-1
-0.0022638220281797072,-1,-1
0.10986324531232083,1,-1
0.10253422323662986,1,-1
0.12376470953219049,1,-1
0.013755970032693465,1,-1
0.10488455553244597,1,-1
0.14774165393373057,1,-1
0.03836014496230861,1,-1
0.0152437091663703,1,-1
-0.0612129599113439,-1,-1
0.0483692526440469,1,-1
0.10608169772466558,1,-1
0.0919561011646261,1,-1
0.08707666097747052,1,-1
0.10554006201214333,1,-1
0.08179121712441467,1,-1
-0.007047067518124006,-1,-1
0.10713605936442622,1,-1
0.15214881099712285,1,-1
0.13603450778003323,1,-1
0.11783636653848917,1,-1
0.10530016055978347,1,-1
-0.04090247866329777,-1,-1
-0.012907339600685686,-1,-1
0.09635337954319595,1,-1
0.13422194301019924,1,-1
0.10412885064708222,1,-1
0.147534471992528,1,-1
0.08961972329748169,1,-1
0.14793182485965506,1,-1
0.10560228376570902,1,-1
0.0324681401046773,1,-1
0.1396457278242303,1,-1
0.10172614429952431,1,-1
0.08810807117028957,1,-1
0.14453855478165223,1,-1
0.08199478128215265,1,-1
0.06011889375617302,1,-1
0.10351494074207346,1,-1
-0.007355749737633532,-1,-1
0.0901174044019653,1,-1
-0.08696997190809563,-1,-1
-0.03605435818853664,-1,-1
0.144102268261945,1,-1
0.08688191594790395,1,-1
0.1484863367509729,1,-1
-0.06496938291295595,-1,-1
0.14227233197464223,1,-1
0.06297061823940248,1,-1
0.13957730599133894,1,-1
0.02367833842101169,1,-1
0.0784347628033315,1,-1
0.0776624879691985,1,-1
0.13617086720721278,1,-1
0.1052344928622373,1,-1
-0.018838546215865337,-1,-1
0.14810566201655695,1,-1
0.015693141958364965,1,-1
0.011525519754950031,1,-1
0.15003764218313487,1,-1
0.000920872952792473,1,-1
0.10820085354445624,1,-1
0.1482256032236856,1,-1
0.13756532207974237,1,-1
0.1433053960643671,1,-1
0.10581061504037875,1,-1
0.15074609870867323,1,-1
0.08906067772711879,1,-1
0.08452501316639977,1,-1
0.06754754861574819,1,-1
0.058563733375484206,1,-1
0.09830893555467679,1,-1
0.1014929500183745,1,-1
0.09138670895392759,1,-1
-0.013379014725427907,-1,-1
0.07579923040280212,1,-1
0.10336480130543058,1,-1
0.14118848126486044,1,-1
0.09560681288672196,1,-1
0.10355409304964813,1,-1
0.1223719337934171,1,-1
0.10855162680730185,1,-1
0.13298888620366783,1,-1
0.0010421688090028192,1,-1
0.08193751769191088,1,-1
0.04037028834556178,1,-1
0.08982753670932336,1,-1
0.11208009401513258,1,-1
-0.07224766427560592,-1,-1
0.10212749674450505,1,-1
0.054058645798743366,1,-1
0.059939421451042585,1,-1
0.14945438697606478,1,-1
0.09504426790655152,1,-1
0.10757359253440008,1,-1
0.10723590519931908,1,-1
0.025141400378362933,1,-1
-0.08399754533764792,-1,-1
0.13649941133330618,1,-1
0.1163107753660409,1,-1
0.08489189406010833,1,-1
-0.01010791173640535,-1,-1
0.09879741566244377,1,-1
0.021765255452642684,1,-1
0.14709883726488115,1,-1
0.1245574635014911,1,-1
0.10480592317091647,1,-1
0.05098958255591035,1,-1
0.012605862616637653,1,-1
0.07385791053900254,1,-1
0.1052810105389454,1,-1
0.0995217371461169,1,-1
0.13846002957173287,1,-1
0.015567576165829655,1,-1
0.10358747220825765,1,-1
0.01867463387453766,1,-1
0.03217559190651087,1,-1
0.15213177261396094,1,-1
0.0016120999119952906,1,-1
0.10396912768123795,1,-1
0.09081647703654477,1,-1
-0.08673874706468643,-1,-1
0.1198635839396685,1,-1
0.003461601960136562,1,-1
0.033838436075669776,1,-1
0.14713483524188642,1,-1
0.10740244005110378,1,-1
0.14197941545858417,1,-1
0.14811535372241263,1,-1
0.11124297751219192,1,-1
0.1478407033387164,1,-1
0.14901879079363528,1,-1
0.027679128878809856,1,-1
0.12867856353752571,1,-1
0.0893917820062815,1,-1
0.06997708388137641,1,-1
0.12414798489161388,1,-1
0.14179771692630205,1,-1
0.008714910445930424,1,-1
